Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
14/05/2025,AMZNMKTPLACE*9U8301QB5  AMAZON.CO.UK,6.99,,AMZNMKTPLACE*9U8301QB5  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251350046000011021595',General Purchases-Online Purchases
14/05/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,9.44,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT251340040000011036124',General Purchases-Groceries
14/05/2025,VISION EXPRESS  PORTFIE HAVERFORDWEST,30.00,,VISION EXPRESS  PORTFIE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD
DYFED",HAVERFORDWEST,SA61 1BU,UNITED KINGDOM OF GB AND NI,'AT251350046000011040686',Business Services-Health Care Services
13/05/2025,COMPANIES HOUSE COMPANI UNITED KINGDOM,20.00,,COMPANIES HOUSE COMPANI UNITED KINGDOM,CROWN WAY,CARDIFF,CF14 3UZ,UNITED KINGDOM OF GB AND NI,'AT251340040000011042740',General Purchases-Government Services
12/05/2025,COMPANIES HOUSE COMPANI UNITED KINGDOM,240.00,,COMPANIES HOUSE COMPANI UNITED KINGDOM,55-71 CITY ROAD,LONDON,EC1Y 1BB,UNITED KINGDOM OF GB AND NI,'AT251330044000010957702',General Purchases-Government Services
10/05/2025,PAYMENT RECEIVED - THANK YOU,-3084.46,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010506999913390',
09/05/2025,3CPAYMENT*UK BRISTOL TE BRISTOL,10.18,,3CPAYMENT*UK BRISTOL TE BRISTOL,"WEST CORNWALL PASTY SHOP
BRISTOL TEMPLE MEADS STATION
BATH ROAD",BRISTOL,BS1 6QF,UNITED KINGDOM OF GB AND NI,'AT251300034000011104258',Entertainment-Restaurants
09/05/2025,AMZNMKTPLACE*7O3FQ0PP5  AMAZON.CO.UK,12.99,,AMZNMKTPLACE*7O3FQ0PP5  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251300034000011090221',General Purchases-Online Purchases
05/05/2025,PADDLE.NET* MAGICPAGES  LONDON,13.80,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251250048000010943311',General Purchases-Computer Supplies
02/05/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,61.71,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT251230033000011096068',General Purchases-Computer Supplies
29/04/2025,2098#QATARAIRWAYS.COM Q LONDON,280.00,"ROUTING:    FROM:     LONDON HEATHROW AP
TO:       DOHA              CARRIER:        QR  CLASS:          N
TO:       DUBAI             CARRIER:        QR  CLASS:          N
TO:       DOHA              CARRIER:        QR  CLASS:          O
TO:       PRAGUE            CARRIER:        QR  CLASS:          O
TICKET NUMBER:  2123524709              PASSENGER NAME: PHILLIP ADAM DROZDIAK LI",2098#QATARAIRWAYS.COM Q LONDON,"1 CLUNY MEWS
WARWICK ROAD",LONDON,SW5 9EG,UNITED KINGDOM OF GB AND NI,'AT251190044000010956121',Travel-Airline
29/04/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,15.00,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT251190044000010941062',General Purchases-Computer Supplies
29/04/2025,DELIVEROO DOHA QATAR    DOHA,27.62,Foreign Spend Amount: 130.00 QATARI RIAL Commission Amount: 0.80 Currency Exchange Rate: 4.8471,DELIVEROO DOHA QATAR    DOHA,"ONLINE
ONLINE",DOHA,,QATAR,'AT251240063000010127923',Business Services-Professional Services
29/04/2025,EXPEDIA 73093491828686  EXPEDIA.CO.UK,424.43,,EXPEDIA 73093491828686  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT251200046000011040732',Travel-Travel Agencies
29/04/2025,SP COPERNI              TORREGLIA,-452.10,,SP COPERNI              TORREGLIA,"VIA SAN DANIELE
137",TORREGLIA,35038,ITALY,'AT251200046000011053239',Business Services-Conferences & Training
27/04/2025,AMZN DIGITAL            353-12477661,60.99,,AMZN DIGITAL            353-12477661,1 PRINCIPAL PLACE,WORSHIP STREET,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT251170076000010120945',General Purchases-Online Purchases
27/04/2025,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,4.99,,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,"1 PRINCIPAL PLACE
WORSHIP STREET",LONDON,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT251180048000010976705',General Purchases-Online Purchases
26/04/2025,AMZN DIGITAL            353-12477661,-60.99,,AMZN DIGITAL            353-12477661,1 PRINCIPAL PLACE,WORSHIP STREET,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT251170039000011197176',General Purchases-Online Purchases
26/04/2025,AMZN DIGITAL            353-12477661,60.99,,AMZN DIGITAL            353-12477661,1 PRINCIPAL PLACE,WORSHIP STREET,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT251170039000011196854',General Purchases-Online Purchases
26/04/2025,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,2.99,,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,"1 PRINCIPAL PLACE
WORSHIP STREET",LONDON,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT251170039000011196947',General Purchases-Online Purchases
26/04/2025,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,4.99,,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,"1 PRINCIPAL PLACE
WORSHIP STREET",LONDON,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT251170039000011196724',General Purchases-Online Purchases
24/04/2025,CLARKS                  STREET,-58.50,,CLARKS                  STREET,40 HIGH STREET,STREET,BA16 0EQ,UNITED KINGDOM OF GB AND NI,'AT251140050000010928056',General Purchases-Clothing Stores
24/04/2025,CLARKS                  STREET,-58.50,,CLARKS                  STREET,40 HIGH STREET,STREET,BA16 0EQ,UNITED KINGDOM OF GB AND NI,'AT251140050000010928057',General Purchases-Clothing Stores
24/04/2025,CLARKS                  STREET,-58.50,,CLARKS                  STREET,40 HIGH STREET,STREET,BA16 0EQ,UNITED KINGDOM OF GB AND NI,'AT251140050000010928058',General Purchases-Clothing Stores
24/04/2025,CLARKS                  STREET,-55.55,,CLARKS                  STREET,40 HIGH STREET,STREET,BA16 0EQ,UNITED KINGDOM OF GB AND NI,'AT251140050000010928055',General Purchases-Clothing Stores
22/04/2025,AIRBNB * TAJPZ258       LONDON,167.91,,AIRBNB * TAJPZ258       LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT251120074000010126899',Travel-Travel Agencies
22/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,-108.00,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251130044000010953488',General Purchases-Clothing Stores
22/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,-108.00,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251130044000010953489',General Purchases-Clothing Stores
19/04/2025,LIFEMILES COM CUR AX    SAN JOSE,9.33,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.27 Currency Exchange Rate: 1.3245",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT251110031000010672420',Travel-Airline
18/04/2025,PADDLE.NET* MAGICPAGES  LONDON,5.52,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT251080047000011054509',General Purchases-Computer Supplies
18/04/2025,SP J. JUNAID JAMSHED    BRADFORD,-115.97,,SP J. JUNAID JAMSHED    BRADFORD,UNIT 6 8 CAMPUS ROAD,BRADFORD,BD7,UNITED KINGDOM OF GB AND NI,'AT251080047000011037311',General Purchases-Clothing Stores
18/04/2025,asos.com                London,-122.99,,asos.com                London,GREATER LONDON HOUSE HAMPSTEAD ROAD 2ND FLOOR,LONDON,NW1 7FB,UNITED KINGDOM OF GB AND NI,'AT251080063000010097166',General Purchases-Online Purchases
17/04/2025,AMZNMKTPLACE            AMAZON.CO.UK,-29.25,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251070075000010129310',General Purchases-Online Purchases
16/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,-108.00,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251070037000010952527',General Purchases-Clothing Stores
16/04/2025,RAC - HALO              UXBRIDGE,45.99,,RAC - HALO              UXBRIDGE,82 OXFORD ROAD,UXBRIDGE,UB8,UNITED KINGDOM OF GB AND NI,'AT251060044000010925424',Business Services-Professional Services
15/04/2025,AMZNMKTPLACE*RH4V306B4  AMAZON.CO.UK,29.25,,AMZNMKTPLACE*RH4V306B4  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251060044000010924602',General Purchases-Online Purchases
15/04/2025,W H SMITH               HOUNSLOW,13.68,GOODS,W H SMITH               HOUNSLOW,"TERMINAL 4
LANDSIDE
DEPARTURES CONCOURSE
HEATHROW AIRPORT",HOUNSLOW,TW6 3XA,UNITED KINGDOM OF GB AND NI,'AT251060044000010985503',General Purchases-Book Stores
14/04/2025,3CPAYMENT*PREMIER INN 4  SHEFFIELD ROAD,60.00,,3CPAYMENT*PREMIER INN 4  SHEFFIELD ROAD,"SOUTHERN PERIMETER ROAD
LONDON HEATHROW AIRPORT",MIDDLESEX,TW6 3AE,UNITED KINGDOM OF GB AND NI,'AT251050048000010918686',Travel-Lodging
14/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,-12.00,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251050048000010883089',General Purchases-Clothing Stores
14/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,-8.50,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251050048000010883088',General Purchases-Clothing Stores
14/04/2025,AMZNMKTPLACE            AMAZON.CO.UK,-49.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251050048000010878797',General Purchases-Online Purchases
14/04/2025,BURBERRY LTD            LONDON,-790.00,,BURBERRY LTD            LONDON,HORSEFERRY HOUSE HORSEFERRY ROAD,LONDON,SW1P 2AW,UNITED KINGDOM OF GB AND NI,'AT251050048000010887939',General Purchases-Online Purchases
14/04/2025,BURBERRY LTD- 1026_ECOM_UK_GBP (ADYEN),120.00,Burberry Offer,BURBERRY LTD- 1026_ECOM_UK_GBP (ADYEN),HORSEFERRY HOUSE HORSEFERRY ROAD,LONDON,SW1P 2AW,UNITED KINGDOM OF GB AND NI,'AT251050048000010912544',General Purchases-Online Purchases
14/04/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,32.29,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT251040047000010879003',General Purchases-Groceries
14/04/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,12.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT251050048000010890791',Travel-Other Travel
12/04/2025,AMAZON.CO.UK*RH6QE0Z74  AMAZON.CO.UK,64.59,,AMAZON.CO.UK*RH6QE0Z74  AMAZON.CO.UK,60 HOLBORN VIADUCT,LONDON,EC1A 2FD,UNITED KINGDOM OF GB AND NI,'AT251030035000011156235',General Purchases-Online Purchases
12/04/2025,AMZNMKTPLACE*RH2KA3ZH4  AMAZON.CO.UK,25.99,,AMZNMKTPLACE*RH2KA3ZH4  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251030035000011156552',General Purchases-Online Purchases
12/04/2025,AMZNMKTPLACE*RH61N5ZG4  AMAZON.CO.UK,27.23,,AMZNMKTPLACE*RH61N5ZG4  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251030035000011104762',General Purchases-Online Purchases
12/04/2025,AMZNMKTPLACE*RH6FD5ZB4  AMAZON.CO.UK,49.99,,AMZNMKTPLACE*RH6FD5ZB4  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251030035000011104504',General Purchases-Online Purchases
12/04/2025,TEMU.COM TEMU.COM       LONDON,-26.57,,TEMU.COM TEMU.COM       LONDON,1 BARTHOLOMEW LANE,LONDON,EC2N 2AX,UNITED KINGDOM OF GB AND NI,'AT251030035000011115846',General Purchases-Department Stores
12/04/2025,TEMU.COM TEMU.COM       LONDON,26.57,,TEMU.COM TEMU.COM       LONDON,1 BARTHOLOMEW LANE,LONDON,EC2N 2AX,UNITED KINGDOM OF GB AND NI,'AT251030035000011115807',General Purchases-Department Stores
11/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,332.50,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251010046000011041950',General Purchases-Clothing Stores
11/04/2025,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,348.50,,AIRWAIR INTERNATIONAL L NORTHAMPTONSHIR,COBBS LANE,WOLLASTON,NN29 7SW,UNITED KINGDOM OF GB AND NI,'AT251020039000011079181',General Purchases-Clothing Stores
11/04/2025,AMZNMKTPLACE*R624K1YQ4  AMAZON.CO.UK,280.00,,AMZNMKTPLACE*R624K1YQ4  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251020039000011059013',General Purchases-Online Purchases
11/04/2025,AMZNMKTPLACE*RH14L0C14  AMAZON.CO.UK,27.99,,AMZNMKTPLACE*RH14L0C14  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT251020039000011060913',General Purchases-Online Purchases
11/04/2025,CLARKS                  STREET,240.95,,CLARKS                  STREET,40 HIGH STREET,STREET,BA16 0EQ,UNITED KINGDOM OF GB AND NI,'AT251020039000011081459',General Purchases-Clothing Stores
11/04/2025,asos.com                London,248.22,,asos.com                London,GREATER LONDON HOUSE HAMPSTEAD ROAD 2ND FLOOR,LONDON,NW1 7FB,UNITED KINGDOM OF GB AND NI,'AT251010074000010134380',General Purchases-Online Purchases
10/04/2025,"MCDONALDS, MILFORD HAVE WALES",8.41,GOODS,"MCDONALDS, MILFORD HAVE WALES","UNIT G
HAVENS HEAD RETAIL PARK
MILFORD HAVEN",WALES,SA32 7AJ,UNITED KINGDOM OF GB AND NI,'AT251010046000011004063',Entertainment-Bars & Cafés
10/04/2025,TESCO PETROL 3731 3731T MILFORD HAVEN,51.50,,TESCO PETROL 3731 3731T MILFORD HAVEN,VICTORIA ROAD,MILFORD HAVEN,SA73,UNITED KINGDOM OF GB AND NI,'AT251000075000010107511',General Purchases-Fuel
09/04/2025,PAYMENT RECEIVED - THANK YOU,-914.77,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010405999802620',
09/04/2025,"REPLIT, INC.            FOSTER CITY",-20.23,Foreign Spend Amount: 25.00 UNITED STATES DOLLAR Commission Amount: 0.59 Currency Exchange Rate: 1.2729,"REPLIT, INC.            FOSTER CITY","1001 EAST HILLSDALE BLVD
SUITE 400W",FOSTER CITY,94404,UNITED STATES,'AT250990047000010933490',General Purchases-Computer Supplies
07/04/2025,"REPLIT, INC.            FOSTER CITY",19.92,Foreign Spend Amount: 25.00 UNITED STATES DOLLAR Commission Amount: 0.58 Currency Exchange Rate: 1.2926,"REPLIT, INC.            FOSTER CITY","1001 EAST HILLSDALE BLVD
SUITE 400W",FOSTER CITY,94404,UNITED STATES,'AT250980046000010940457',General Purchases-Computer Supplies
06/04/2025,DOMINOS PIZZA Dominos P MILTON KEYNES,30.87,,DOMINOS PIZZA Dominos P MILTON KEYNES,1 THORNBURY WEST ASHLAND,MILTON KEYNES,MK6 4BB,UNITED KINGDOM OF GB AND NI,'AT250970048000010947343',Entertainment-Bars & Cafés
06/04/2025,SP J. JUNAID JAMSHED    BRADFORD,165.96,,SP J. JUNAID JAMSHED    BRADFORD,UNIT 6 8 CAMPUS ROAD,BRADFORD,BD7,UNITED KINGDOM OF GB AND NI,'AT250970048000010908065',General Purchases-Clothing Stores
05/04/2025,MCDONALDS (1002)        HAVERFORDWEST,14.09,GOODS,MCDONALDS (1002)        HAVERFORDWEST,CARADOCS WELL ROAD MERLINS BRIDGE,HAVERFORDWEST,SA61 1XJ,UNITED KINGDOM OF GB AND NI,'AT250960035000011113686',Entertainment-Bars & Cafés
05/04/2025,PADDLE.NET* MAGICPAGES  LONDON,13.80,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT250950037000011127438',General Purchases-Computer Supplies
05/04/2025,TRAINLINE trainline     LONDON,9.15,,TRAINLINE trainline     LONDON,"TRAINLINE
3RD FLOOR
120 HOLBORN",LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT250950063000010133833',Travel-Rail Services
04/04/2025,M&S HAVERFORDWEST       HAVERFORDWEST,54.35,GOODS,M&S HAVERFORDWEST       HAVERFORDWEST,UNIT 1 WITHYBUSH RETAIL PARK FISHGUARD ROAD,HAVERFORDWEST,SA61 2PY,UNITED KINGDOM OF GB AND NI,'AT250950037000011103449',General Purchases-Department Stores
03/04/2025,BORDER FORCE BORDER FOR UNITED KINGDOM,20.00,,BORDER FORCE BORDER FOR UNITED KINGDOM,2 MARSHAM STREET,LONDON,SW1P 4DF,UNITED KINGDOM OF GB AND NI,'AT250930047000010973532',General Purchases-Government Services
03/04/2025,RAY-BAN.COM Luxottica G MILANO,379.00,,RAY-BAN.COM Luxottica G MILANO,"PIAZZALE LUIGI CADORNA
3",MILANO,20123,ITALY,'AT250950037000011121973',General Purchases-Online Purchases
02/04/2025,AIRBNB * HMA5ZW5HZZ     LONDON,-886.06,,AIRBNB * HMA5ZW5HZZ     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250920071000010116610',Travel-Travel Agencies
02/04/2025,AIRBNB * HMCKNXW8CP     LONDON,963.15,,AIRBNB * HMCKNXW8CP     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250920045000010949645',Travel-Travel Agencies
02/04/2025,GOOGLE*GSUITE SIMCITY.D CC GOOGLE.COM,120.00,,GOOGLE*GSUITE SIMCITY.D CC GOOGLE.COM,70 SIR JOHN ROGERSONS QUAY,DUBLIN,DUBLIN 2,IRELAND,'AT250930047000010962499',General Purchases-Computer Supplies
01/04/2025,BURBERRY LTD            LONDON,790.00,,BURBERRY LTD            LONDON,HORSEFERRY HOUSE HORSEFERRY ROAD,LONDON,SW1P 2AW,UNITED KINGDOM OF GB AND NI,'AT250910042000010888537',General Purchases-Online Purchases
01/04/2025,BURBERRY LTD- 1026_ECOM_UK_GBP (ADYEN),-120.00,Burberry Offer,BURBERRY LTD- 1026_ECOM_UK_GBP (ADYEN),HORSEFERRY HOUSE HORSEFERRY ROAD,LONDON,SW1P 2AW,UNITED KINGDOM OF GB AND NI,'AT250910076000010112989',General Purchases-Online Purchases
01/04/2025,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,"THE RIVER BUILDING - LEVEL 1 CANNON
BRIDGE HOUSE 1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT250910042000010920097',Entertainment-Restaurants
31/03/2025,AIRBNB * HMA5ZW5HZZ     LONDON,886.06,,AIRBNB * HMA5ZW5HZZ     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250910042000010887737',Travel-Travel Agencies
31/03/2025,AIRBNB * HMXWDR4RK2     LONDON,-123.78,,AIRBNB * HMXWDR4RK2     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250910042000010887749',Travel-Travel Agencies
30/03/2025,"JD Wetherspoons PLC     Watford,",5.54,,"JD Wetherspoons PLC     Watford,",WETHERSPOON HOUSE REEDS CRESCENT,WATFORD,WD24 4QL,UNITED KINGDOM OF GB AND NI,'AT250900041000010874330',Entertainment-Bars & Cafés
30/03/2025,"JD Wetherspoons PLC     Watford,",41.58,,"JD Wetherspoons PLC     Watford,",WETHERSPOON HOUSE REEDS CRESCENT,WATFORD,WD24 4QL,UNITED KINGDOM OF GB AND NI,'AT250900041000010874308',Entertainment-Bars & Cafés
29/03/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,15.00,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT250890034000011283948',General Purchases-Computer Supplies
29/03/2025,TRAINLINE trainline     LONDON,152.30,,TRAINLINE trainline     LONDON,"TRAINLINE
3RD FLOOR
120 HOLBORN",LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT250890034000011345561',Travel-Rail Services
28/03/2025,DELIVEROO               LONDON,38.48,,DELIVEROO               LONDON,"THE RIVER BUILDING - LEVEL 1 CANNON
BRIDGE HOUSE 1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT250880040000011004979',Entertainment-Restaurants
28/03/2025,HARRODS LIMITED         LONDON,30.75,,HARRODS LIMITED         LONDON,87-135 BROMPTON ROAD,LONDON,SW1X 7XL,UNITED KINGDOM OF GB AND NI,'AT250900041000010864238',General Purchases-Department Stores
28/03/2025,POINT A HOTEL KENSINGTO LONDON,100.80,SECURE TRADING TRANSACTION,POINT A HOTEL KENSINGTO LONDON,42 48 WEST CROMWELL ROAD,LONDON,SW5 9QL,UNITED KINGDOM OF GB AND NI,'AT250880040000011002783',Entertainment-Restaurants
28/03/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,2.90,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT250880040000011017865',Travel-Other Travel
28/03/2025,THE NATURAL HISTORY MUS LONDON,20.00,,THE NATURAL HISTORY MUS LONDON,CROMWELL ROAD,LONDON,SW7 5BD,UNITED KINGDOM OF GB AND NI,'AT250880040000011021336',General Purchases-General Retail
28/03/2025,V&A                     LONDON,19.99,,V&A                     LONDON,CROMWELL ROAD,LONDON,SW7 2RL,UNITED KINGDOM OF GB AND NI,'AT250880040000010990267',General Purchases-General Retail
27/03/2025,LDN TRANSPORT MUSEUM    LONDON,59.00,,LDN TRANSPORT MUSEUM    LONDON,18 SOHO SQUARE,LONDON,W1D 3QL,UNITED KINGDOM OF GB AND NI,'AT250860082000010118707',Entertainment-Other Entertainment
27/03/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,2.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT250870044000011011372',Travel-Other Travel
26/03/2025,AQUA SHARD              LONDON,178.25,,AQUA SHARD              LONDON,THE SHARD,LONDON,SE1 9EX,UNITED KINGDOM OF GB AND NI,'AT250860045000010984718',Entertainment-Restaurants
26/03/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT250860045000010941660',Travel-Other Travel
25/03/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT250850048000010928031',Travel-Other Travel
22/03/2025,TOTUM                   MACCLESFIELD,32.48,,TOTUM                   MACCLESFIELD,"""JACTIN HOUSE, 24 HOOD STREET""",MANCHESTER,M4,UNITED KINGDOM OF GB AND NI,'AT250810041000011021882',General Purchases-Computer Supplies
20/03/2025,CREDIT FOR DISPUTED CHARGE,-247.01,,CREDIT FOR DISPUTED CHARGE,"PARQUE DE NEGOCIOS MAS BLAU II
PLAZA PLA DE LESTANY 5",EL PRAT DE LLOBREGAT,08820,SPAIN,'S0002508917294329340166',Travel-Airline
20/03/2025,DEBIT ADJUSTMENT,247.01,,DEBIT ADJUSTMENT,"PARQUE DE NEGOCIOS MAS BLAU II
PLAZA PLA DE LESTANY 5",EL PRAT DE LLOBREGAT,08820,SPAIN,'S0002512103238002440165',Travel-Airline
20/03/2025,VUELINGMOB              BARCELONA,247.01,"ROUTING:    FROM:     PORTO
TO:       BARCELONA         CARRIER:        VY  CLASS:          X
TO:       PORTO             CARRIER:        VY  CLASS:          I
TICKET NUMBER:  YD2TXB                  PASSENGER NAME: Ramirez Rodriguez/Laura
Foreign Spend Amount: 285,01 EUROPEAN UNION EURO Commission Amount: 7.17 Currency Exchange Rate: 1.1883",VUELINGMOB              BARCELONA,"PARQUE DE NEGOCIOS MAS BLAU II
PLAZA PLA DE LESTANY 5",EL PRAT DE LLOBREGAT,08820,SPAIN,'AT250790046000010939877',Travel-Airline
